run_id,tau,beta,shock_iteration,avg_gap_before,avg_gap_after,max_gap_after,recovery_time,vol_before,vol_after,final_price_a,final_price_b,final_fx,final_gap,fx_cost,recovery_b
0,0.1,0.4,200,2.453280000000006,5.958700000000011,8.16000000000001,,0.0,0.000683536501278022,103.72,98.77,1.1,4.927000000000007,0.0,143.0
1,0.1,0.4,200,3.2186800000000027,6.172700000000008,9.039000000000001,,0.0,0.0008350091841508505,103.67,98.83,1.1,5.043000000000006,0.0,101.0
2,0.1,0.4,200,2.569999999999993,4.618260000000009,5.117999999999995,,0.0,0.0005682860659461005,103.52,98.82,1.1,5.182000000000002,0.0,11.0
3,0.1,0.4,200,3.6017800000000113,6.356820000000007,9.391000000000005,,0.0003047068174651004,0.0008430434544807997,103.69,98.81,1.1,5.001000000000019,0.0,55.0
4,0.1,0.4,200,2.3400000000000034,4.60050000000001,5.095000000000013,,0.0,0.0005059048715085098,103.53,98.83,1.1,5.183000000000007,0.0,13.0
5,0.1,0.4,200,2.365680000000003,6.2651200000000085,9.205000000000013,,0.0,0.0009062203334791028,103.59,98.77,1.1,5.057000000000002,0.0,46.0
6,0.1,0.4,200,3.4208600000000113,6.359420000000009,9.51400000000001,,0.0,0.0009026485012913365,103.5,98.77,1.1,5.147000000000006,0.0,62.0
7,0.1,0.4,200,1.4624800000000098,5.734840000000007,7.282000000000011,,0.0007804520845925437,0.0004741648678517612,103.64,98.82,1.1,5.061999999999998,0.0,
8,0.1,0.4,200,3.0906600000000117,6.0804600000000075,8.814000000000007,,0.00042439792341077587,0.0007645073184739128,103.42,98.65,1.1,5.095000000000013,0.0,242.0
9,0.1,0.4,200,6.819999999999993,3.5218000000000074,4.999000000000009,0.0,0.0,0.00030587424873608704,103.51,98.66,1.1,5.016000000000005,0.0,7.0
10,0.1,0.4,200,1.897340000000006,6.0371000000000095,8.151000000000025,,0.0,0.0006882193518494616,103.5,98.8,1.1,5.180000000000007,0.0,128.0
11,0.1,0.4,200,3.5423200000000095,6.2373400000000085,9.275000000000006,,0.0001914074618558046,0.000798407788600994,103.54,98.78,1.1,5.118000000000009,0.0,97.0
12,0.1,0.4,200,3.829999999999984,4.168660000000011,5.050000000000026,0.0,0.0,0.0004730226111999398,103.52,98.91,1.1,5.281000000000006,0.0,10.0
13,0.1,0.4,200,12.97,3.2084400000000057,6.499999999999986,0.0,0.0,0.0004846256054677601,103.72,98.64,1.1,4.784000000000006,0.0,4.0
